full_name,age,positions,primary_position,acceleration,sprint_speed,dribbling,short_passing,finishing,stamina,strength,embedding
Nick Bakker,26,"CB,LB",CB,69,67,52,63,32,49,75,"[0.9577785134315491, 0.04367009922862053, 0.45448026061058044, -0.4618471562862396, 0.3401705324649811, -0.12006921321153641, -0.35517948865890503, 0.05793999135494232, -0.35548850893974304, 0.29892614483833313, 0.18749397993087769, 0.22144249081611633, 0.1620749980211258, -0.30886542797088623, -0.21130119264125824, -0.3407164514064789, 0.19896920025348663, -0.48264315724372864, -0.4037925601005554, 0.37174156308174133, 0.6345090866088867, -0.12669554352760315, -0.5225173234939575, -0.09391578286886215, -0.09118082374334335, -0.02087429165840149, -0.08018295466899872, -0.9700446724891663, -0.4147019684314728, -0.8793631792068481, 0.2218054234981537, -0.944000780582428, 0.2604891061782837, 0.022266235202550888, -0.2542063891887665, -0.2527708113193512, 0.1468593031167984, -0.6897153258323669, -0.34852364659309387, 0.6490827798843384, 0.04443405568599701, 0.5147344470024109, -0.39733386039733887, 0.5312491655349731, 1.1043312549591064, 0.32308951020240784, -0.7044784426689148, -0.24545757472515106, -0.07636407762765884, 0.08455640822649002, -0.37776923179626465, -0.2737111449241638, -0.09269247204065323, 0.4455663859844208, 0.2537952661514282, -0.3346851170063019, 0.574776828289032, -0.9295019507408142, -0.3116883337497711, 0.004666411783546209, -0.6832614541053772, 0.2214914858341217, -0.14819996058940887, -0.5383020043373108]"
Pablo Ignacio Becker,25,"RM,CAM,CM,LM",RM,82,83,65,66,49,46,64,"[0.7233321666717529, -0.8208116888999939, -0.07283847779035568, -0.3201420307159424, -0.29790815711021423, -0.642692506313324, 0.06058777496218681, -1.0360280275344849, 0.19409842789173126, -0.9556163549423218, 0.823411762714386, -0.27882257103919983, -0.14604368805885315, 0.0488164983689785, -0.9185205101966858, 0.43045252561569214, -0.13527238368988037, -0.6949796080589294, -0.5550951957702637, -0.2601486146450043, 0.7325419783592224, -0.12217056006193161, -1.0630491971969604, -0.08876272290945053, 0.08188042044639587, 0.6049246191978455, -0.17897367477416992, 0.4488511085510254, -0.7316238880157471, -0.378106951713562, -0.49781176447868347, -0.1521969735622406, -0.28006526827812195, 0.41346657276153564, 0.0013563130050897598, -0.3113058805465698, 0.5004194378852844, -0.17403876781463623, -0.24181587994098663, -0.13582195341587067, -0.10676716268062592, 0.39649513363838196, 0.4078387916088104, 0.47354334592819214, -0.1612631380558014, -0.02267278917133808, 0.29600340127944946, -0.2902982831001282, -0.09319833666086197, 0.33225905895233154, 0.5263656973838806, 0.5259177088737488, -0.1455002725124359, 0.23203985393047333, 0.02078254334628582, -0.308648943901062, 0.20092424750328064, 0.2601165175437927, -0.25661778450012207, 0.5801235437393188, -0.29263871908187866, 0.48977455496788025, 0.3286602795124054, 0.3007528483867645]"
Fabian Holthaus,24,"LB,LM,LW",LB,70,78,64,67,33,80,69,"[0.8762801289558411, -0.28883984684944153, 0.35225075483322144, 0.15771304070949554, 0.05169859156012535, -0.35559558868408203, -0.12807542085647583, -0.42744937539100647, 0.17536695301532745, -0.4235649108886719, 0.7339698076248169, -0.07802896946668625, 0.4520447850227356, -1.0370054244995117, 0.3135000467300415, 0.3095223605632782, -0.6963510513305664, 0.4803425967693329, 0.12170878052711487, 0.20446650683879852, 0.0882108211517334, 0.03139333426952362, 0.03796352818608284, -0.3767715394496918, -0.40681192278862, -0.01149249728769064, 0.030853891745209694, 0.30157729983329773, 0.3490351438522339, -0.7721090912818909, -0.02377396449446678, -0.020149504765868187, 0.405424028635025, -0.028362751007080078, -0.34750548005104065, 0.2606640160083771, -0.07737703621387482, -0.002400974277406931, -0.11091074347496033, 0.42845356464385986, 0.6056693196296692, -0.03444531559944153, -0.3171391189098358, 0.26721617579460144, 0.3002282679080963, -0.5288264751434326, 0.3521074950695038, -0.013907784596085548, -0.3421720862388611, 0.5709254741668701, 0.6176535487174988, -0.3713260889053345, -0.1084960550069809, 0.7818676233291626, 0.4764312207698822, -0.7010402679443359, -0.6363582611083984, -0.5015645027160645, -0.762985110282898, 0.5586553812026978, -0.6190011501312256, 0.2859724164009094, 0.2591283917427063, -0.4359789192676544]"
Kieran Sadlier,24,LM,LM,73,75,69,63,64,74,64,"[0.24234957993030548, -0.3743396997451782, -0.043251484632492065, -0.11807245761156082, 0.06044820323586464, -0.41008254885673523, 0.5373888611793518, -0.36255553364753723, 0.44920703768730164, -0.7249265313148499, 0.9637317061424255, -0.24155063927173615, 0.4231562614440918, 0.19730718433856964, -0.4865036904811859, 0.6167795658111572, -0.6865800619125366, -0.1171395406126976, 0.8359735608100891, -0.22935493290424347, -0.2476588934659958, 0.07443563640117645, -0.38146334886550903, 0.15910883247852325, -0.7624848484992981, -0.07097256928682327, -0.25997060537338257, 0.4599010646343231, -0.14269568026065826, 0.7059454321861267, -0.19364140927791595, -0.17222560942173004, -0.5501613616943359, -0.18259383738040924, 0.21198193728923798, 0.4552341401576996, -0.5481577515602112, 0.5651640295982361, 0.7265112400054932, -0.1086268499493599, 0.034563012421131134, -0.290328711271286, 0.36847713589668274, 0.6136990189552307, 0.6488177180290222, -0.25057753920555115, -0.2140217274427414, 0.07991228997707367, -0.39722445607185364, 0.06484352052211761, 0.3711192309856415, 0.48763367533683777, -0.3640643060207367, -0.29757604002952576, -0.34508317708969116, -0.5412645936012268, -0.5233289003372192, -0.2562403082847595, 0.31558024883270264, 0.5108540058135986, -0.8937833905220032, 0.18561019003391266, 0.012752223759889603, -0.3048539161682129]"
Sindrit Guri,25,"ST,CF,RM",ST,61,61,59,61,67,66,75,"[0.33945709466934204, -0.7702404856681824, 0.6764156222343445, -0.29509976506233215, -0.4139678180217743, 0.05368916317820549, -0.0347558856010437, 0.4490526020526886, 0.04407617822289467, 0.06188974902033806, 0.21716836094856262, 0.3891548812389374, 1.0405333042144775, 0.3880314230918884, -0.3605109453201294, -0.2663715183734894, -0.02570527046918869, -0.1541837900876999, -0.45672446489334106, -0.029617806896567345, -0.05274512991309166, 0.161603644490242, -1.0225920677185059, -0.6324543952941895, 0.2544419467449188, 0.5210187435150146, -0.6420932412147522, -0.0018103995826095343, -0.15667134523391724, 0.5714128613471985, -0.4546889066696167, 0.0029193032532930374, -0.017729049548506737, 0.5083576440811157, 0.15896691381931305, 0.5758579969406128, -0.46631982922554016, -0.2300138771533966, -0.31244808435440063, -0.1988525688648224, 0.32025980949401855, 0.6384211182594299, 0.1306546926498413, 0.35779833793640137, 0.27002477645874023, -0.08570288121700287, -0.5725258588790894, -0.2420700490474701, 0.20797938108444214, -0.0134286442771554, 0.2875579595565796, 0.6070762276649475, 0.2217574417591095, -0.22690269351005554, -0.49241742491722107, -0.398210346698761, -0.5369717478752136, 0.17477381229400635, -0.25633153319358826, 0.3886367082595825, -0.8503034114837646, 0.7150055170059204, 0.8070264458656311, -0.5148352980613708]"
Mart Lieder,28,ST,ST,74,66,66,59,62,67,75,"[0.5366169214248657, -0.22629086673259735, 0.04217855632305145, -0.3182835280895233, -0.6896083354949951, -0.8044042587280273, -0.10531312972307205, -0.13416674733161926, 0.22111772000789642, -0.2555522620677948, 0.4815220534801483, 0.5658429861068726, 0.026513874530792236, 0.3115285336971283, -0.07297742366790771, -0.3958166539669037, -0.16744856536388397, 0.07615337520837784, 0.06560048460960388, 0.34640923142433167, 0.969991147518158, -1.0782657861709595, -0.8807564973831177, -1.1955729722976685, 0.12204746156930923, 0.3869544565677643, -0.23051029443740845, 0.079137422144413, -0.19929154217243195, 0.5956478714942932, -1.0599523782730103, 0.19638973474502563, 0.17549559473991394, 0.5262694954872131, 0.11357227712869644, 0.4646921157836914, -0.5944042205810547, -0.22911196947097778, -0.3883429765701294, 0.21946053206920624, 0.5673810243606567, 0.29942524433135986, 0.018451515585184097, 0.17025037109851837, 0.41035470366477966, -0.14619804918766022, 0.43296319246292114, 0.12227708846330643, 0.34575992822647095, -0.20137280225753784, 0.66053307056427, 0.22875291109085083, -0.07314863055944443, -0.2878389060497284, -0.9590180516242981, 0.047805726528167725, -0.1158028095960617, 0.25716713070869446, -0.5687008500099182, 0.20118941366672516, -0.7516761422157288, 0.9965497255325317, 0.03297853469848633, -0.3245511054992676]"
Ikoma Loïs Openda,19,ST,ST,89,86,64,63,62,58,69,"[0.9100090861320496, -0.20961415767669678, 0.28015878796577454, -0.3804919719696045, 0.28821465373039246, -0.7070748209953308, 0.12077146768569946, -0.1260102391242981, -0.2542804181575775, -0.8682984709739685, 0.8147922158241272, -0.17157870531082153, -0.024394044652581215, 0.030701177194714546, -0.8297700881958008, 0.5482008457183838, -0.32561448216438293, -0.17330092191696167, 0.04133226349949837, 0.2196798026561737, 0.24441272020339966, 0.10906720161437988, -0.7466725707054138, -0.44487595558166504, -0.42950597405433655, 0.7622018456459045, -0.31921911239624023, 0.35167816281318665, -0.3856416642665863, -0.5356002449989319, -0.26033303141593933, 0.623299777507782, -0.6683751344680786, 0.382422536611557, 0.4690282940864563, -0.22667525708675385, -0.06881013512611389, -0.13972283899784088, 0.09124261885881424, -0.1845661848783493, 0.29169514775276184, 0.3154797852039337, 0.45332208275794983, 0.4253765046596527, -0.1099577248096466, -0.25890493392944336, -0.3593074679374695, -0.03670075908303261, -0.2090250700712204, 0.6627169251441956, 0.1505149006843567, 0.40539485216140747, 0.12169373035430908, 0.2725315988063812, 0.0861869603395462, 0.376965194940567, -0.2786252498626709, 0.07155463099479675, -0.41463103890419006, 0.7425879240036011, -0.7979305982589722, 0.645831286907196, 0.4251146912574768, 0.29849913716316223]"
Gabriel Rojas,21,LB,LB,72,80,68,60,45,75,61,"[0.16809268295764923, -0.29993563890457153, 0.0977972224354744, -0.18715310096740723, -0.0003702126268763095, -0.049382343888282776, 0.42173531651496887, -0.1581631302833557, -0.2383812516927719, -0.6811814904212952, 1.0797452926635742, 0.2097482681274414, 0.17112143337726593, -0.12829945981502533, 0.08811204880475998, 0.5155268907546997, -1.145473837852478, 0.4018544554710388, 0.5370608568191528, 0.186971977353096, 0.07819746434688568, 0.22208666801452637, -0.5793910622596741, 0.13494768738746643, -0.7572640180587769, 0.3221209645271301, 0.03811627998948097, 0.3268696367740631, -0.25572440028190613, -0.20039279758930206, -0.059437863528728485, -0.08512572944164276, -0.2639106810092926, 0.04825408011674881, 0.1348704993724823, -0.701439619064331, -0.07099907100200653, -0.07039344310760498, 0.4859028160572052, -0.08007777482271194, 1.072710394859314, -0.23010024428367615, -0.2598692774772644, 0.3508400619029999, 0.2542811930179596, -0.1539400815963745, -0.14351306855678558, 0.17324553430080414, -0.22216002643108368, -0.1625927984714508, 0.30932167172431946, -0.5656170845031738, 0.23757080733776093, 0.8194658160209656, 0.05527656152844429, -0.45109254121780396, -0.5030332803726196, -0.8456431031227112, -0.6100260615348816, 0.5373152494430542, -0.9772329330444336, 0.11681340634822845, -0.227148175239563, -0.1971568763256073]"
Nahuel Molina,20,"RB,RWB",RB,79,70,60,64,24,78,65,"[0.632201075553894, 0.1411064714193344, 0.22793811559677124, -0.48369601368904114, 0.19032078981399536, 0.11037231981754303, -0.04605129361152649, -0.7010180354118347, -0.23089785873889923, -0.5309933423995972, 0.5558714866638184, 0.5663931965827942, 0.09736521542072296, -0.4775627851486206, 0.3472369909286499, 0.34538865089416504, -0.7172693014144897, 0.46888861060142517, 0.1251678615808487, 0.3967181444168091, 0.2527391314506531, 0.0817921906709671, -0.1866028755903244, -0.01886732503771782, -0.5670943260192871, 0.7256714105606079, -0.30454885959625244, 0.29602503776550293, 0.18107396364212036, -0.8237108588218689, 0.35087069869041443, 0.04885507747530937, 0.2715654671192169, -0.24488858878612518, -0.185363307595253, -0.4372776746749878, 0.1462220996618271, 0.5799371600151062, 0.022927025333046913, 0.26756083965301514, 0.9435316920280457, -0.12996609508991241, -0.3025559186935425, 0.6930679082870483, 0.4007317125797272, 0.019639944657683372, -0.16240359842777252, 0.2594241201877594, -0.5023519396781921, 0.1548306792974472, 0.14354276657104492, -0.22339294850826263, 0.2154785394668579, 0.3457367718219757, 0.022376591339707375, -0.5455431342124939, -0.3495863676071167, -0.6892683506011963, -0.9877837300300598, 0.4284045398235321, -0.5848907828330994, 0.5537962317466736, -0.016939837485551834, -0.570232629776001]"
Sam Adekugbe,24,LB,LB,80,82,63,65,47,85,69,"[0.5591446757316589, -0.7806671261787415, 0.5560944080352783, -0.3599436283111572, 0.12733231484889984, -0.12844248116016388, 0.1579013615846634, 0.05058440566062927, 0.011483541689813137, -0.4738347828388214, 0.5632205605506897, 0.16596117615699768, 0.012227862142026424, -0.12709718942642212, 0.18478095531463623, 0.5972898006439209, -1.261759877204895, 0.21206842362880707, 0.6968186497688293, 0.11865058541297913, 0.40749186277389526, 0.06605473160743713, -0.5028154850006104, -0.31721949577331543, -0.8963333368301392, 0.06024015322327614, -0.18093158304691315, 0.02841345965862274, -0.0030169093515723944, -0.6627399921417236, -0.25126373767852783, -0.3994215130805969, 0.1859341561794281, 0.06381332874298096, -0.1522642821073532, 0.44007572531700134, -0.4207846224308014, 0.12666261196136475, 0.22884613275527954, -0.2562235891819, 0.16205468773841858, 0.06996950507164001, 0.38431859016418457, 0.11418793350458145, -0.09866143763065338, -0.6633741855621338, 0.1592167168855667, 0.05743787810206413, -0.18616637587547302, 0.14160458743572235, 0.3419032394886017, -0.5117046236991882, -0.4739132523536682, -0.14758139848709106, 0.5147644281387329, -0.12852784991264343, -0.8498318195343018, -0.8109272122383118, -0.3853287100791931, 0.44250625371932983, -0.5809769034385681, 0.45296338200569153, -0.3501523733139038, -0.2793923318386078]"
Mohamed Gouaida,25,"LM,RM,CAM",LM,79,75,71,64,51,65,59,"[0.2791111171245575, -0.7054365277290344, 0.13242273032665253, 0.46578362584114075, 0.11087602376937866, -0.4097863733768463, -0.33573898673057556, -1.2614068984985352, 0.301130086183548, -0.5312350988388062, 0.605408787727356, -0.25021347403526306, 0.08392946422100067, -0.4805801510810852, -0.09106606990098953, 0.6109721660614014, -0.6416934728622437, -0.6183220744132996, 0.5382298827171326, -0.8292731046676636, 0.6026203632354736, -0.12766478955745697, -0.5195750594139099, 0.14566852152347565, -0.2954307496547699, 0.7195013761520386, -0.12491177022457123, 0.09742279350757599, -0.9332327842712402, -0.7672727108001709, -0.6296684145927429, 0.11836978048086166, -0.6618834733963013, 0.38570070266723633, -0.006572346668690443, -0.21360887587070465, 0.45190808176994324, -0.10184595733880997, 0.33502015471458435, -0.3498480021953583, -0.018020400777459145, 0.20783622562885284, -0.06329269707202911, 0.6720166206359863, -0.18628717958927155, -0.5412501096725464, -0.4360847473144531, -0.3348065912723541, -0.1539393961429596, 0.16219250857830048, 0.49369966983795166, 0.43019673228263855, 0.9366191625595093, 0.1459929198026657, 0.03368628770112991, 0.012549872510135174, -0.09174467623233795, -0.35995304584503174, 0.10646554827690125, 0.16919545829296112, -0.8014669418334961, 0.25175565481185913, -0.10964551568031311, -0.1958329826593399]"
Daniel Bachmann,24,GK,GK,50,37,14,37,17,36,61,"[0.7129512429237366, 0.23172196745872498, 0.1932218372821808, 0.03782784938812256, 1.232295274734497, 0.24267782270908356, 0.16534827649593353, -0.8232439756393433, -0.2470117211341858, 0.13457471132278442, 0.7475671172142029, 0.21027541160583496, 0.11770685017108917, -0.10129595547914505, 0.027418198063969612, -0.013472514227032661, -0.3422675132751465, -0.023965682834386826, -0.9211057424545288, -0.22347792983055115, 0.7220898866653442, 0.0406993106007576, -0.5867943167686462, -0.4193161725997925, -0.8179333806037903, -0.7994389533996582, -0.34480172395706177, -0.35846611857414246, -0.8588138222694397, -0.2544116973876953, -1.1457126140594482, 0.4676162600517273, -0.3086915910243988, 0.4679051637649536, -0.46823298931121826, 0.13484147191047668, -0.17988881468772888, 0.24270500242710114, -0.43228116631507874, 0.4389473497867584, 0.45612987875938416, 0.5315955877304077, 0.782960832118988, -0.3288418650627136, 0.5485455393791199, -0.1330702006816864, -0.7372387647628784, 0.03951006382703781, 0.23215994238853455, 0.033618949353694916, -0.5355889797210693, -0.08376313745975494, -0.5922835469245911, 0.173925518989563, 0.03376905620098114, -0.6169750094413757, 0.6662203669548035, 0.01986793801188469, -0.9319926500320435, -0.224049374461174, -0.6989783644676208, -0.13917218148708344, -0.4736148715019226, -1.1518051624298096]"
Zlatan Alomerović,27,GK,GK,36,38,14,31,11,24,70,"[0.9544650316238403, 0.28234368562698364, 0.0972864106297493, -0.0630699023604393, 0.8075551986694336, 0.0679391622543335, 0.17588788270950317, -0.7198352813720703, -0.7152886390686035, 0.6810245513916016, -0.14332716166973114, 0.2980615794658661, -0.21996019780635834, 0.4068136215209961, 0.15438295900821686, 0.1266488879919052, -0.35782530903816223, 0.502305805683136, -0.71989506483078, -0.4692995548248291, 0.9245815277099609, 0.281958669424057, -0.8909749984741211, -0.5268622040748596, -0.6683112382888794, -0.2566012740135193, -0.36711636185646057, -0.3480831980705261, -0.5567103028297424, 0.07307220250368118, -1.0368762016296387, 0.13015934824943542, 0.23090484738349915, 0.40237757563591003, 0.3200678527355194, -0.24789462983608246, -0.586885929107666, -0.030218252912163734, -0.3967334032058716, 0.141011044383049, 0.398989200592041, 0.05173405632376671, 0.29476457834243774, 0.12348377704620361, 0.6784177422523499, -0.3761081397533417, -1.043097734451294, -0.020326441153883934, 0.1663588434457779, -0.08970969170331955, 0.004026499576866627, 0.22830718755722046, -0.061661310493946075, 0.012782862409949303, 0.27086010575294495, -0.5471304655075073, 0.581606388092041, -0.29627981781959534, -0.719315767288208, 0.18542693555355072, -0.7713955640792847, -0.1393391638994217, -0.588924765586853, -0.7914972901344299]"
