full_name,positions,overall_rating,age,acceleration,sprint_speed,dribbling,short_passing,finishing,stamina,strength,embedding
Gael Bigirimana,"CM,CDM",65,25,72,72,63,66,49,75,65,"[0.5631341338157654, 0.691533088684082, 0.1769494265317917, 0.1814044713973999, -0.9358402490615845, 1.0980534553527832, 0.13874709606170654, 0.17276714742183685, -0.4787430167198181, 0.5458603501319885, -0.4772222340106964, -0.332459032535553, 0.7930704355239868, 0.37088146805763245, 0.3381766974925995, -0.022067954763770103, 0.4591900706291199, -0.3404981791973114, 0.040992170572280884, 0.39796221256256104, -0.27300766110420227, 0.3376006782054901, -0.12922844290733337, 0.2543535530567169, 0.8711565136909485, 0.5645548105239868, 0.2392367422580719, -0.24167735874652863, -0.02790054678916931, -0.017903150990605354, 0.4705684781074524, 0.02893730066716671, -0.19688141345977783, -0.8206316828727722, -0.5290811657905579, 0.38267481327056885, 0.7157713770866394, 0.19417791068553925, 0.057196855545043945, 0.7977187633514404, 0.23643942177295685, 0.06481220573186874, -0.22959567606449127, 1.0404912233352661, 0.1521211415529251, -0.14889420568943024, 0.9655916094779968, -0.684277355670929, 0.6781914234161377, 0.04474623501300812, 0.24802377820014954, -0.41382962465286255, 0.7958300113677979, 0.7223629951477051, 0.3932993412017822, -0.2535206377506256, 0.42963242530822754, 0.14459942281246185, 0.029634688049554825, 0.7134601473808289, -0.109747014939785, -0.42694756388664246, 0.2485717087984085, 0.40465086698532104]"
Zoran Arsenic,"CB,RB",65,24,60,64,53,55,32,63,72,"[0.299590140581131, 0.9090095162391663, -0.32802850008010864, 0.4607122540473938, -0.3478551506996155, 0.37059611082077026, 0.28597310185432434, 0.25905153155326843, -0.03882383927702904, 0.27155306935310364, 0.21630749106407166, 0.08037503063678741, 0.03466030955314636, 0.8761170506477356, -0.20459826290607452, -1.2671140432357788, -0.05891774594783783, 0.16001203656196594, 0.5207251906394958, 0.4483407735824585, -0.7075335383415222, 0.43169325590133667, 0.053892478346824646, 0.3116777837276459, -0.09548252075910568, 0.6620728969573975, -0.46963655948638916, 0.2840723693370819, 0.027532687410712242, -0.314850389957428, 0.622174859046936, -0.6014995574951172, -0.4761331379413605, -0.34569352865219116, 0.39242205023765564, 0.8406119346618652, 0.43988579511642456, 0.6731486320495605, -1.0821199417114258, 0.4412519037723541, 0.16317829489707947, 1.161887288093567, -0.33229169249534607, -0.02207985892891884, -0.20761623978614807, 0.139577254652977, 0.06835941225290298, -0.9441860318183899, 0.5460468530654907, 0.04981553182005882, 0.9293166995048523, -0.1955358386039734, 0.3875179886817932, -0.08695828914642334, 0.03740392252802849, -0.5978554487228394, 0.3706505596637726, 0.1758558452129364, 0.8565642237663269, 0.22357827425003052, -0.8386438488960266, 0.0058099147863686085, 0.04783399775624275, -0.6941506266593933]"
Robin Scheu,"RM,LM",65,24,84,85,59,59,56,91,61,"[1.0848420858383179, 0.9467135667800903, 1.371003270149231, -0.18295395374298096, 0.37395724654197693, 0.22024418413639069, -0.5618359446525574, -0.9803496599197388, -0.6739078164100647, 0.4451824128627777, 0.2193005084991455, 0.0768749937415123, -0.4919395446777344, 0.10189352929592133, -0.19342534244060516, -0.3692767918109894, 1.1835699081420898, -0.33567965030670166, 0.7312133312225342, -0.2909717559814453, -0.5811892747879028, 0.09245480597019196, -0.13319125771522522, 0.5513210296630859, 0.4356277287006378, 0.8454533815383911, 0.6942399144172668, 0.13106995820999146, -0.38397932052612305, -0.016847653314471245, -0.02792307734489441, 0.20243486762046814, -0.27304017543792725, -1.0579686164855957, 0.7208348512649536, -0.5730282664299011, -0.2413201630115509, -0.07565817981958389, 0.002006659284234047, 0.516390860080719, -0.16312335431575775, 0.11517524719238281, 0.5003640651702881, 1.6210075616836548, 1.275529146194458, 0.42064422369003296, 0.3895553946495056, -0.04705037549138069, 1.0573852062225342, -0.10405846685171127, 0.14068745076656342, 0.31071335077285767, 0.7067272663116455, 0.2069685012102127, -0.2650092542171478, -0.4142865240573883, 0.7632325291633606, 0.3198690712451935, -0.1111433207988739, 0.3350532054901123, -0.06298723071813583, -0.914707362651825, 0.2981424927711487, -0.53230220079422]"
Hernan Da Campo,"LM,RM,CM,CDM",65,24,69,73,63,62,64,72,69,"[0.7328837513923645, 0.896040678024292, 0.2695752680301666, -0.8277690410614014, -0.6452279090881348, -0.13739797472953796, 0.16006481647491455, -0.5159565806388855, 0.09778271615505219, 0.08739341050386429, -0.44070515036582947, -0.42998844385147095, 0.2427550107240677, 0.11111977696418762, 0.8462973833084106, -0.22661077976226807, -0.08954942226409912, -0.30148059129714966, -0.009831021539866924, -0.3998529016971588, -1.099104642868042, 1.0645866394042969, 1.17083740234375, 0.7047783732414246, 0.15221253037452698, 0.13961416482925415, -0.47546154260635376, 0.828003466129303, -0.6107788681983948, 0.27313798666000366, 0.6864235401153564, -0.628656268119812, -0.5390561819076538, -0.3160831034183502, -0.23721161484718323, 0.1807583123445511, -0.5197857022285461, 0.9404606819152832, 0.2653708755970001, -0.7300755381584167, -0.7100780010223389, 0.6867174506187439, 0.2340569645166397, 0.4178505837917328, 0.09484583139419556, 0.6061186790466309, 0.33602818846702576, -0.19463975727558136, 1.0670844316482544, 0.966317892074585, -0.33364206552505493, -0.07726968824863434, 0.1694985181093216, -0.45219504833221436, 0.3364916741847992, -0.09214415401220322, 0.047160424292087555, 0.13793617486953735, 0.10630529373884201, -0.37774762511253357, 0.5363231301307678, -0.2662177085876465, 0.4387322962284088, -0.6021555066108704]"
Juan del Carmen Camara Mesa,"CM,LM,RM",65,25,73,73,66,69,63,58,42,"[1.124943494796753, 0.6160834431648254, 1.0652146339416504, -0.7445156574249268, -0.15424706041812897, 1.4241111278533936, 0.16595357656478882, -0.4189007878303528, 0.045367904007434845, 0.7218608856201172, 0.2984341084957123, 0.2039187103509903, 0.8135511875152588, 0.025818223133683205, 0.7021344900131226, 0.6289032101631165, 0.32543933391571045, -0.361722856760025, 0.6262307167053223, -0.06049077957868576, -0.6335234642028809, 0.2721978425979614, 0.487934947013855, 0.5981558561325073, 0.16152113676071167, -0.13425160944461823, -0.06959985196590424, -0.12851402163505554, -0.37890103459358215, -0.14437030255794525, 0.48262256383895874, -0.6460610628128052, -0.666276216506958, 0.0959768295288086, 0.08404617756605148, 0.24223628640174866, 0.31115370988845825, 0.4074806272983551, -0.1178019568324089, -0.04874427244067192, -0.32909080386161804, 0.43409422039985657, 0.22212497889995575, 0.04328085482120514, 0.7021568417549133, -0.20984145998954773, 0.3874790668487549, -0.942047119140625, 0.7789320945739746, -0.31662532687187195, -0.49632295966148376, -0.7577013969421387, 0.2422109842300415, -0.9576348066329956, 0.3830678164958954, -0.0035869874991476536, 1.191121220588684, -0.2886422574520111, 0.6657381653785706, 0.2682734429836273, 1.4067696332931519, -0.4166688323020935, -0.3017248809337616, -0.3311949074268341]"
Jonson Clarke-Harris,ST,65,24,77,78,61,33,63,58,84,"[1.6288275718688965, 0.10590200871229172, -0.26060888171195984, 0.34189891815185547, -0.09188556671142578, -0.5420527458190918, -0.06131180375814438, -0.7100903987884521, 0.11734626442193985, 0.5752735733985901, 0.16457116603851318, 0.20617493987083435, -0.5360005497932434, -0.05598103255033493, 0.6804359555244446, 0.14707794785499573, 0.5454497933387756, -0.07053365558385849, 0.40508827567100525, -0.020472940057516098, -0.4841666519641876, 0.1737218052148819, -0.059181444346904755, 0.6854166388511658, 0.7828289866447449, -0.1920311450958252, -0.16218911111354828, 0.8020114898681641, -0.2268148511648178, -0.01506052352488041, 0.29091277718544006, -0.08818171918392181, 0.08290968090295792, -0.04893161728978157, -0.03149193525314331, -0.36672356724739075, 0.8258509635925293, 0.36357730627059937, -0.6553831100463867, -0.14365138113498688, -0.668247640132904, 1.3036202192306519, -0.0774519070982933, 0.29291072487831116, 0.08004480600357056, -0.42094656825065613, 0.5076764225959778, -0.15522710978984833, 0.5485367774963379, 0.11573482304811478, 0.3140020966529846, -0.6818616986274719, 0.16622979938983917, 0.19040153920650482, 0.2532462179660797, 0.29596152901649475, 0.5758770704269409, -0.5212762951850891, 0.8582004308700562, -0.3660632073879242, -0.26569312810897827, -0.5817407965660095, -0.6625566482543945, 0.050401315093040466]"
Muhayer Oktay,"CAM,CM",65,19,73,67,70,68,50,52,52,"[0.9800196886062622, -0.05205861106514931, 0.5226718187332153, -0.5117577314376831, 0.8891714215278625, 0.5699174404144287, 0.5702131390571594, 0.061763640493154526, 0.24368338286876678, 0.9029531478881836, -0.3733663260936737, -0.22356808185577393, -0.2112816572189331, -0.3511607050895691, 0.37869924306869507, -0.38933733105659485, 0.21535088121891022, -0.7780889272689819, 1.278635859489441, -0.7151321172714233, -0.2104436457157135, -0.18042424321174622, -0.021578652784228325, 0.9307237267494202, 0.7924439907073975, -0.8780093789100647, -0.08858610689640045, -0.7197808623313904, 0.5371400117874146, 0.43777352571487427, -0.07038278132677078, -0.13088925182819366, 0.1560010015964508, -0.4512314200401306, 0.44003644585609436, 0.7840645909309387, -0.2105296105146408, 0.5593270659446716, -0.43044817447662354, -0.24554364383220673, -0.24485263228416443, 1.1612048149108887, -0.9104506373405457, 0.3982975482940674, 0.4038923382759094, -0.22094608843326569, 0.31143277883529663, -0.09148845821619034, 0.08043474704027176, -0.15486757457256317, 0.4101371169090271, -0.3379203677177429, 0.6860034465789795, 0.142234206199646, 0.39407116174697876, -0.706877589225769, 0.755763053894043, 0.2679919898509979, 0.6063642501831055, 0.06305468827486038, 0.11125927418470383, -0.6366586685180664, -0.41326209902763367, -0.12958084046840668]"
Douglas Bergqvist,"CB,CM",65,25,50,59,53,56,23,70,88,"[1.8329941034317017, 0.3857669532299042, 0.6957164406776428, -0.18246547877788544, -0.9134676456451416, 0.8513869643211365, -0.39584141969680786, 0.5923922657966614, -0.2625255286693573, 0.2670672535896301, -0.5438250303268433, 0.7589446306228638, -0.09159871190786362, -0.25983697175979614, -0.012572241947054863, -0.07470067590475082, -0.4346221089363098, -0.13391941785812378, 0.6388882398605347, 0.007588793523609638, 0.3803110718727112, -0.16833584010601044, -0.37296411395072937, 0.5632017254829407, 0.03350543975830078, 0.043151382356882095, 0.6789668202400208, -0.013132763095200062, -0.11112318187952042, 0.31208881735801697, 0.27642789483070374, 0.17539869248867035, 0.7602337598800659, -0.04885879531502724, 0.24171434342861176, 0.1372804045677185, 0.9286805987358093, 0.588808536529541, -0.4719027876853943, -0.5470632314682007, -0.1998642235994339, 0.4084571897983551, 0.554335355758667, 0.2800014019012451, -0.24885056912899017, -0.3974720239639282, 0.6628947257995605, -0.05083833634853363, 0.595740556716919, -0.2932739555835724, -0.29401862621307373, 0.0018169056857004762, 0.23886655271053314, 0.8183692097663879, 0.39783793687820435, 0.1711931675672531, 0.5542331337928772, 0.4853835999965668, 0.24328778684139252, 0.2944740951061249, -0.4151168763637543, -0.6214151382446289, 0.40012431144714355, -0.20538301765918732]"
Jafar Arias,ST,65,23,55,67,62,57,67,60,83,"[0.730167806148529, 1.0024555921554565, 1.2861459255218506, 0.46345093846321106, -0.043060749769210815, 0.4699490964412689, 0.5713147521018982, 0.3723249137401581, -0.3692043125629425, 0.27622008323669434, -1.0909810066223145, -0.18631361424922943, 0.22033803164958954, 0.2434699386358261, -0.14117716252803802, 0.3381010591983795, 0.2076287716627121, -0.20745232701301575, 0.12309391796588898, -0.48375096917152405, -0.7162615656852722, -0.1650020033121109, -0.4724714756011963, -0.15664160251617432, -0.26950332522392273, 0.5808270573616028, 0.7938162088394165, -0.10086657851934433, -0.07748230546712875, 0.22658412158489227, 0.09350749850273132, -0.207799032330513, -0.07512453943490982, 0.10020613670349121, 0.5878620147705078, 0.7610607743263245, 0.3348109722137451, 0.09107915312051773, -0.4557356536388397, 0.5134703516960144, 0.33912762999534607, 0.34510600566864014, -0.008691015653312206, 0.6852591037750244, 0.659228503704071, 0.13446880877017975, 0.5417128801345825, -0.03218964487314224, 0.7038475275039673, 0.7462548017501831, -0.2704112231731415, -0.508126974105835, 1.0755908489227295, -0.028244147077202797, 0.24264897406101227, -0.6600692868232727, 0.35329270362854004, -0.40083226561546326, 0.10648063570261002, -0.44585758447647095, 0.04588815197348595, -0.012896733358502388, 0.5643055438995361, 0.2784044146537781]"
Clevid Dikamona,"CB,RB",65,28,60,63,52,60,15,60,90,"[0.9371891021728516, 0.9741033911705017, 0.3164620101451874, 0.5674030780792236, -0.05478491634130478, 0.049781933426856995, 0.7885887622833252, 0.37665247917175293, 0.023797525092959404, -0.023787466809153557, -0.5529957413673401, 0.35343995690345764, 0.6911889910697937, -0.4159437417984009, 0.6192784905433655, -0.13700857758522034, 0.18634994328022003, -0.39040523767471313, 0.16311781108379364, 0.8551580905914307, -0.024143531918525696, 0.6904712915420532, -0.2684798836708069, -0.5278514623641968, 0.3673546314239502, 0.8365651965141296, 0.15510523319244385, 0.7396958470344543, -0.13725100457668304, 0.15739139914512634, 0.42847341299057007, -0.6243530511856079, -0.6278350949287415, -0.8995310664176941, 0.2256813496351242, -0.14331969618797302, 0.3723694980144501, 0.5977790355682373, -0.7043299078941345, 0.15487952530384064, 0.6219956874847412, 0.7120110392570496, -0.1773817241191864, 0.6782289147377014, -0.5042977929115295, -0.3666233420372009, 0.5688256621360779, 0.6189766526222229, 0.8335408568382263, 0.10510030388832092, 0.05234401673078537, 0.3643770217895508, 1.1409838199615479, -0.4182813763618469, 0.305684894323349, -0.7480568885803223, 0.4938586950302124, -0.21312585473060608, 0.6946449279785156, -0.2669552266597748, -0.26812121272087097, 0.29604655504226685, 0.715164065361023, 0.6518092751502991]"
Jose Antonio Gonzalez Estrada,"CM,CAM",65,23,64,61,60,77,45,56,60,"[1.1585371494293213, 0.6748480796813965, 1.1855376958847046, -0.23112183809280396, -0.2807738482952118, -0.034703902900218964, 0.5375633835792542, 0.35850808024406433, 0.6513764262199402, -0.46269920468330383, -0.33366668224334717, 0.4299224019050598, -0.3173219561576843, -0.32605695724487305, 0.04143766313791275, 0.07903362810611725, 0.2594403922557831, 0.15282279253005981, 0.36199015378952026, -0.7711138725280762, 0.44056248664855957, 0.5799585580825806, -0.017993595451116562, 1.1694068908691406, 0.06778071820735931, -0.7305797934532166, 0.009643199853599072, -0.41624611616134644, -0.13276584446430206, 0.6142733693122864, 0.517580509185791, -0.03536287695169449, -1.0207778215408325, -0.3840055763721466, -0.7101123929023743, 0.8380321264266968, -0.22487866878509521, 0.06590829789638519, -0.4483683705329895, 0.11327486485242844, -0.11127603054046631, 0.646233081817627, -0.2825521230697632, 0.9686648845672607, 1.105833649635315, -0.8329179286956787, 0.6856188774108887, -0.3264905512332916, 0.3418603241443634, 0.3904726207256317, -0.23265522718429565, -0.16610312461853027, -0.09932016581296921, -0.5074935555458069, 1.2433732748031616, 0.38217729330062866, 1.0690159797668457, -0.40824195742607117, 1.0568089485168457, -0.3315778374671936, -0.3674764037132263, -0.920275092124939, 0.23473984003067017, 0.13303206861019135]"
Julian Carranza,ST,65,18,71,73,63,62,65,56,63,"[1.416373372077942, 1.0003669261932373, -0.254804790019989, -0.08426441997289658, -0.20750626921653748, -0.06495937705039978, 0.5873458385467529, 0.06393121182918549, -0.35639292001724243, 0.47085288166999817, -0.5955502390861511, 0.04166598990559578, 0.19081619381904602, -0.25562888383865356, 0.0845264196395874, 0.3623484671115875, -0.01525743119418621, -0.5976267457008362, 0.5211039781570435, -0.5260643362998962, -0.2312462031841278, -0.009871148504316807, -0.2731262147426605, 0.6962109208106995, 0.4718501567840576, 0.7670106291770935, -0.3147759735584259, 0.1588476151227951, 0.10310304909944534, 0.14039114117622375, -0.28768840432167053, -0.15480917692184448, 0.0016121412627398968, -0.04266444221138954, 0.9436367750167847, 0.06962670385837555, -0.104725182056427, -0.24203993380069733, -0.5779235363006592, -0.47836214303970337, 0.4444308280944824, 0.11263453215360641, 0.16454356908798218, 0.5163059830665588, 0.7071806788444519, -0.1602316051721573, 0.24379341304302216, 0.31958478689193726, 0.8642692565917969, 0.5075531601905823, 0.43147432804107666, 0.3190857768058777, 0.29916730523109436, -0.38944095373153687, -0.6733401417732239, -0.7074121236801147, 0.060458943247795105, -0.3582148849964142, 0.8757438063621521, -0.05068269744515419, 0.28062495589256287, -0.546994686126709, 0.04291583597660065, 0.2322530746459961]"
Fernando Beltran Cruz,CM,65,20,70,74,65,68,51,59,65,"[1.400654911994934, 0.7574430704116821, -0.18321862816810608, -1.0481092929840088, -0.45421257615089417, 0.7113587856292725, 1.1997512578964233, 0.22889147698879242, 0.23935557901859283, 0.2310519963502884, -0.14574305713176727, 0.5763233304023743, -0.2245498150587082, -0.026217738166451454, -0.2058255821466446, -0.6220717430114746, 0.26162633299827576, 0.4859854280948639, 1.0152815580368042, 0.2635604739189148, -0.5081246495246887, -0.5952987670898438, 0.18861593306064606, 0.3911961615085602, 0.3149898946285248, -0.05114756152033806, 0.3600636124610901, 0.2913113534450531, 0.12398803234100342, -0.488779217004776, 0.596628725528717, -0.5648027658462524, -0.2758443057537079, -1.1981396675109863, 0.04493829980492592, 0.3668115437030792, 0.3513807952404022, -0.22440262138843536, -0.11035656183958054, -0.9774115681648254, 0.09785477072000504, 1.0910283327102661, -0.10337559878826141, 1.2983717918395996, 0.3616173267364502, -0.31307995319366455, 0.3250328302383423, 0.12175900489091873, -0.0027409554459154606, 0.24062427878379822, 0.4274497926235199, -0.1320187896490097, -0.0901823341846466, -1.3032724857330322, -0.3216148614883423, -0.2709587514400482, 0.7301273941993713, 0.23222284018993378, 1.0935359001159668, 0.06363976001739502, 0.5991929173469543, -0.3200717270374298, -1.0528591871261597, -1.1686038970947266]"
